Created_Date,Depth,Description,Height,Length,Listed_Date,Name,Price,Rating,Review,URL,Weight,Product_ID,reviewmeta_rating,decision,Featured_Rank
2018-12-23T15:30:28.461220,0.2,"ACTIVE NOISE CANCELLING: Reduce background sounds by up to 30dB with our advanced noise cancelling technology to enjoy uncompromising powerful audio and to give you the music you love for work, travel, and relaxation
15 HOURS OF CONTINUOUS AUDIO: Enhanced and boosted with a 140mAh battery, enjoy 15 hours of pure continuous music playback or voice chat
IN-EAR COMFORT: With interchangeable ear-buds and hooks for convenience and comfort, the headphones will stay in place when you’re on the move.
METAL CONSTRUCTION: Crafted with machined aluminum alloy that reduces battery consumption; also features a gold-plated 3.5mm audio jack and an airplane audio adapter for convenience when flying
FULL CONTROL: Three button in-line remote control for full audio playback includes volume adjustment, track selection, and play/pause functionality with a 55-inch-long wire.",0.2,0.2,,"TaoTronics Active Noise Cancelling Headphones, Wired Earphones in Ear Corded Earbuds with 15 Hours Playtime and Built-in Microphone (Noise Reduction, Aluminum Alloy Construction)",43.99,3.9,360,https://www.amazon.com/TaoTronics-Cancelling-Headphones-Microphone-Construction/dp/B075DBL2QP/ref=sr_1_25/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-25&keywords=wired+earbuds,0.07,B075DBL2QP,3.9,Good,22
2018-12-23T15:30:34.839770,0.4,"✔【DURABLE LONG LASTING LIFE EARBUDS】:This in ear headphones different from others,we focus on every small details during production to make sure long lasting life earphones with microphone,we offer replacment for 1 year gurantee of earphones ear buds
✔【GREAT SOUND QUALITY & COMFORTABLE WEARING】:In ear headphones earbuds with super bass,decent clear sound ear buds,with 3 pairs different size earphones with microphone, fits in ear comfortable and never fall out,a daily used wired earbuds
✔【HIGH QUALITY BUILT IN MICROPHONE】:Nice wired earbuds in ear headphones for crystal clear conversation,earphones with volume control & Play, pause, next control,makes you hands free, crispy buttons wired earphones ear buds with microphone
✔【FULL METAL HOUSING & TANGLE FREE WIRED】:Earphones with microphone made by aluminum alloy materials,super durable long lasting life earbuds,strong tangle free wired ear buds with 3.5mm jack wired earphones in ear headphones
✔【LIFE TIME QUALITY WARRANTY IN EAR HEADPHONES】:Our wired earbuds offer 30 days money back gurantee & life time warranty,any questions pls contact us we will reply in 12 hours,best customer service wired earphones with microphone in ear headphones ear buds",3.2,6.0,,KURSO Compatible for iPhone Samsung Android Earbuds Ear Buds in Ear Headphones Wired Earphones Microphone Mic Stereo Volume Control Waterproof Wired Earphone KURSO[Metal Earbuds],11.99,5.0,332,https://www.amazon.com/KURSO-Compatible-Headphones-Microphone-Waterproof/dp/B07J59RGH7/ref=sr_1_26/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-26&keywords=wired+earbuds,0.03,B07J59RGH7,,Fake,23
2018-12-23T15:30:41.286558,1.0,"✤Ultra Perfect Sound Quality - Perfect stereo earbuds with high-quality drive allow you to experience natural clarity and super bass sound. In ear headphones with microphone and noise isolating, earphones less than 1% distortion rate. Noise reduction techniques help to eliminate loud and noise. These ear buds have perfect stereo sound quality, full listening comfort with soft and comfortable earplugs, making your ears sound perfect and giving you perfect hearing enjoyment.
✤Extensive Compatibility (3.5mm Jack) - The ear buds compatible with all 3.5mm plug devices for optimum performance. In Ear Earbuds compatible with iPhone iPod iPad MP3 Tablet PC and Android devices tablets cell phones and laptops etc. The sound of in ear earphones is rich, well balanced, both upper and lower end crisp, and voice is smooth natural.
✤Comfortable in-ear Design - The earbuds come with a unique ergonomic in-ear design with three different sizes of soft ear glue (s/m/l). Comfortable soft ear buds help you better experience your music journey, providing comfortable fit to keep ears stable in the ears and never fall off. Light weight earphones help enjoy full listening, snug ear buds that conform instantly to your ears.
✤Durable & Convenient - The earbuds with Multi-function control button including volume control, pause/play capabilities, answer/end call function, Voice Control. And smart inline microphone give you complete control over your listening experience. You can release your hands and enjoy your music journey by pressing the button. Flexible lightweight design, comfortable and portable. Waterproof and sweat-resistant designs are effective against sweat and water damage.
✤Perfect Customer Experience - Buy these earbuds, you'll get a return and exchange service for no reason. We are committed to providing the best customer service and bringing the best shopping experience to every customer. If you're not satisfied with our ear buds. Just contact us and we can offer a full refund.",3.7,3.8,,Earbuds Ear Buds Wired Earbud with Microphone Mic and Volume Control Stereo Mic Ear Buds Music Ear Buds Noise Isolating Headsets Compatible iPhone Samsung MP3 Players and Other Smartphones 3.5mm Jack,12.99,5.0,190,https://www.amazon.com/Microphone-Isolating-Headsets-Compatible-Smartphones/dp/B07KSYMTMC/ref=sr_1_27/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-27&keywords=wired+earbuds,0.1,B07KSYMTMC,,Fake,24
2018-12-23T15:30:47.913486,2.7,"OVER EAR EARBUDS FOR SMALL EARS - The ear buds size are smaller than other earhook headphones. You don't have to stretch your ear to put earbuds in ears. They can fit in and over small-average sized ears with no pain. These running earbuds will stay put in ears without discomfort even during long runs. These sports headphones also come with 4 different sizes ear pieces to ensure a custom comfortable fit, sealing the ear to deliver bass and isolate noises.
SECURE FIT SPORT HEADPHONES NEVER FALL OUT OF EARS WHILE WORKING OUT- Thanks to pliable over the ear loops and ergonomic ear bud design, these workout headphones fit comfortably and stay put in ears while running, jogging, weight lifting, exercising, walking and gym training. No need to stop your workout to adjust the ear buds any more.
HANDS-FREE PHONE CALL AND MUSIC TRACK CONTROL DURING RUNNING - You can use the in-line button to answer/end phone calls. The microphone allows you to communiate hands free, so that you can keep on your exercise. There's a clip which will help you stabilize the set while doing different physical activities. You can also easily play/pause, skip music tracks through the remote button. No need to take out your phone from pocket or arm band any more.
GOOD SOUND QUALITY FOR MUSIC AND PHONE CALLS - The sound of these sport earbuds is clear and crisp. They are good for listening to music during workouts, as well as listening to audio books or video during commute. Call quality and mic is good. You can hear the person on the other end clearly even on a noisy treadmill. It is fully compatible with iPhone, iPod, iPad, mp3, smartphone, laptop, computer, tablet, psp etc.
QUALITY WARRANTY & MONEY BACK GUARANTEE FROM DEFWAY ONLY- ROVKING will not guarantee QUALITY, SAFETY AND HYGIENCE of the products from other sellers instead of defway. These workout earbuds are professionally designed for music listening requirement in sports, especailly for small ears. They should not fail or break even during intense workouts. If there are any issues, we'll give you a total refund or a replacement, at no cost without questions asked. We just want your 100% satisfaction.",1.1,5.6,,ROVKING Over Ear in Ear Noise Isolating Sweatproof Sport Headphones Earbuds Earphones w/Remote and Mic Earhook Wired Stereo Workout Earpods for Running Jogging Gym Exercise Cell Phone Ear Buds Black,14.99,4.0,3809,https://www.amazon.com/ROVKING-Isolating-Sweatproof-Headphones-Earphones/dp/B01H3CQ64Q/ref=sr_1_28/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-28&keywords=wired+earbuds,0.09,B01H3CQ64Q,4.0,Good,25
2018-12-23T15:30:53.591498,1.0,"PREMIUM EARBUDS EARPHONES HEADPHONE: High performance sound quality with super dynamic deep bass high resolution treble & crisp powerful sound. It has perfect stereo sound quality, enjoy full listening comfort with soft, snug ear buds that conform to your ears, bring you the perfect audio enjoyment.
LIGHTWEIGHT DESIGN: Classic and ultra lightweight design. Fit your ears perfectly, give you long-time comfortable wearing experience. Stereo sound: It has perfect stereo sound quality, enjoy full listening comfort with soft, snug earbuds that conform to your ears, bring you the perfect audio enjoyment.
HIGH-END TECHNOLOGY AND ERGONOMIC DESIGN: Ergonomic and ultra-lightweight in-ear designed with solid sound-insulating material, reduces external noise while minimizing the sound leakage, giving you clear sound.
BUILT-IN MIC AND REMOTE CONTROL: Earbud (in ear), The cord was built in a in-line controller and a high quality microphone, the controller was designed to play / pause music / next track / previous track / answer phone calls / hang up phone calls.
Wide Compatibility -- Compatible with IOS and Android System. The Magnetic headphones compatible with almost all 3.5mm jack devices, such as: Samsung Galaxy S8 S7 S6 S5 S4 S3 Android LG G5 MP3 MP4 music players, Nexus, HTC, laptops, tablets, PC and more.",3.3,3.3,,Earbuds Ear Buds Sport Earbuds Running Earbuds in Ear Headphones Wired Earphones with Microphone Mic Stereo and Volume Control Waterproof Wired Earphone Android Mp3 Players Tablet Laptop 3.5mm Audio,9.99,5.0,347,https://www.amazon.com/Headphones-Earphones-Microphone-Waterproof-Earphone/dp/B07KQ4XNDV/ref=sr_1_29/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-29&keywords=wired+earbuds,0.06,B07KQ4XNDV,,Fake,26
2018-12-23T15:31:00.600181,3.9,"WIRELESS + WIRED: Enjoy the freedom of wireless Bluetooth audio, then plug right into a phone, in-flight entertainment or a treadmill TV. If you ever forget to charge your earbuds, wired mode works without battery power. [Charges with standard micro USB cable -- Also compatible with the Back Bay Charging Case]
CLASSIC AMERICAN HI-FI SOUND: We tune all our headphones in our Boston headquarters to produce the classic “American Hi-Fi Sound”- strong bass, a relaxed, natural midrange and crisp highs.
SWEATPROOF: Completely unaffected by sweat or rain, the American EQ 40 headphones use internal nano-coating to create IPX-5 water resistance. Run outdoors in the rain or break a sweat in the gym and never worry about your headset's electronics.
5 EQ SOUND SETTINGS: We’ve given you the ability to change the equalizer settings in your headphones. Turn up the bass for rap and EDM tracks, make vocals clear and crisp for podcasts, and easily find the perfect sound for rock, pop and classical.
HANDS-FREE PHONE CALLS: Take wireless phone calls and control your music without ever touching your iPhone or Android phone. The in-line microphone uses CVC noise cancellation, so your voice will be loud and clear while you talk on the phone. [Microphone only works in wireless mode]",1.4,3.5,,"Back Bay 2-in-1 Wireless & Wired Bluetooth Earbuds. Sweatproof Wireless Stereo Headphones with Microphone, 6 Earphone Tips, AUX Cable and Carrying Bag",34.99,4.2,157,https://www.amazon.com/Back-Bay-Sweatproof-Headphones-Microphone/dp/B0757WVSN8/ref=sr_1_30/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-30&keywords=wired+earbuds,0.04,B0757WVSN8,4.0,Good,27
2018-12-23T15:31:07.409431,1.2,"♫ HIGH-PERFORMANCE SOUND QUALITY: These earbuds have perfect stereo sound. These ear buds produce incredible natural high fidelity sound with deep bass and crystal clear treble. In ear headphones earbud with microphone with noise cancellation/isolating and earphones less than 1% distortion rate. The sound is clear and bright, giving you the perfect music enjoyment.
♫ COMFORTABLE IN-EAR DESIGN: Wired earbuds come with three different sizes to fit in the ear canal. Comfortable soft earbuds help you better experience your music journey. Light weight earbuds helps enjoy full listening comfort with soft headphones earbuds, snug ear buds that conform instantly to your ears.
♫ EXTENSIVE COMPATIBILITY: 3.5MM jack ear buds compatible with all 3.5mm plug devices for optimum Performance. Built-in Microphone, Perform high quality sound and noise reduction. In Ear Earbuds headphones compatible with all 3.5mm headphone jack. In-ear Earphones the sound is rich, well balanced, both upper and lower end crisp, and voice is smooth natural.
♫ EASY TO USE: Multi-function control button including volume control, pause/play capabilities, answer/end call function, voice control, and a smart inline microphone give you complete control over your listening experience. You can release your hands and enjoy your music journey by pressing the button.
♫ PERFECT SHOPPING EXPERIENCE: If you have any questions, please contact us in time, and we can offer a full refund or replace with new earbuds to you. We devote ourselves to provide the best customer service and bring the best earphones shopping experience to every customer.",2.8,3.0,5-Dec-18,Earbuds Ear Buds Stereo Earphones in-Ear Headphones Earbuds with Microphone Mic and Volume Control Noise Isolating Wired Ear Buds Compatible iPhone Android Phone iPad Tablet Laptop 3.5mm Devices,12.99,5.0,229,https://www.amazon.com/Earphones-Headphones-Microphone-Isolating-Compatible/dp/B07L5CRQMB/ref=sr_1_31_sspa/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-31-spons&keywords=wired+earbuds&psc=1,0.15,B07L5CRQMB,,Fake,28
2018-12-23T15:31:14.871387,1.7,"SUPER SOUND: These in ear headphones delivery high quality mid-range, and clear treble sound; the dual-air chamber design offers an enhanced dynamic expression.
COMFORTABLE DESIGN: These earphones with a 45-degree in-ear oblique angled can naturally fit the ear canals, and the extra 6 pairs of soft rubber eartips offer you various options to choose a comfortable pair to enjoy music tracks.
USER-FRIENDLY DESIGN: These earbuds are with built-in Microphone and volume control; and you can also mange phone calls and skip music tracks from pressing the functional button.
COMPATIBILITY: These wired headphones are compatible with most smartphones and other devices with 3.5mm audio jack such as iPhone6, Samsung & Android devices, and other music players.
QUALITY WARRANTY: We offer a 12-month warranty for orders from our storefront. If you have any questions about our headphones or services, please contact us freely.",5.6,5.6,,"Senzer H2 In Ear Headphones with Mic Wired Earbuds, Hi-Res Stereo Sound, Volume Control, Noise-Isolating Earphones with 3.5mm Plug for Smartphones Music Players Tablet Computers",18.99,4.8,12,https://www.amazon.com/Headphones-Noise-Isolating-Earphones-Smartphones-Computers/dp/B07JL1HZGD/ref=sr_1_32_sspa/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-32-spons&keywords=wired+earbuds&psc=1,0.5,B07JL1HZGD,4.8,Good,29
2018-12-23T15:31:22.703555,0.9,"
Built in Microphone and Volume control for Apple iPhone, Ipad, Ipod, Macbooks and Samsung devices with headphone socket ( some Apple earphone adapters may not support volume control functions)
Excellent fit in the ear canals and high attenuation of ambient noise
Carry case and various sizes of silicon earbuds are included
Pure sound and powerful bass. Cable Length 1.2 meters
High powered dynamic speaker systems for an outstanding audio performance",3.1,7.0,,"Betron B25 Noise Isolating in Ear Canal Headphones Earphones with Pure Sound and Powerful Bass for iPhone, iPad, iPod, Samsung Smartphones and Tablets (Black with Remote)",15.99,4.4,191,https://www.amazon.com/Betron-Isolating-Headphones-Earphones-Smartphones/dp/B079GFF4HZ/ref=sr_1_33_sspa/141-5699935-9644901?s=aht&ie=UTF8&qid=1545600408&sr=1-33-spons&keywords=wired+earbuds&psc=1,0.1,B079GFF4HZ,4.2,Good,30
2018-12-23T15:31:31.195693,1.0,"Active Noise Cancelling Functionality: Reduces environmental noise and distractions by up to 25dB for an immersive auditory experience that lasts up to 15 hours per charge
Increase Awareness with Monitoring Mode: Clearly hear airline or subway announcements and what’s around you with the press of in-ear monitor button when ANC is on
Built-In MEMS Noise Cancelling Microphone: Enables for crispy phone calls and undisturbed voice transmission while featuring a reduced footprint
Feature-Packed Headphones: Comes with an active noise cancelling slider, monitoring mode button, inline controls for volume, audio track and calls, also features an airplane audio adapter for convenience when flying
Sleek, Durable Aluminum Build: Metal alloy black matte finish provides wired earbuds extra durability in addition to an elegant, stealthy look",1.0,24.2,,"TaoTronics Active Noise Cancelling Headphones, Wired Earbuds in Ear Stereo Awareness Monitor Earphones with Microphone and Remote (15 Hours Playtime, 3.5mm Jack, Premium Aluminum Matte Black)",49.99,4.2,160,https://www.amazon.com/dp/B07FM1L5HJ/ref=sxbs_sxwds-deals_1/141-5699935-9644901?pf_rd_p=c32a1f21-f427-444c-bab6-1b04bcb652a2&pd_rd_wg=joZ4X&pf_rd_r=D39W8FPM39VZ4R1AR7TR&pd_rd_i=B07FM1L5HJ&pd_rd_w=OUtsS&pd_rd_r=17c67a89-9c72-4714-b1a2-76462bf17e59&ie=UTF8&qid=1545600408&sr=1,0.05,B07FM1L5HJ,4.2,Good,31
2018-12-23T15:31:52.956426,6.8,"
POWERFUL SOUND - Deep base and clean treble for clear sound.
COMFORT FIT EAR TIP BUDS - Soft color matched ear buds for perfect fit and sound
LONG CORD - Long cord 3.3FT with standard headphone jack for easy connect to Android or IPhone with common standard 3.5mm headphone input.
EXTRA EARTIP EARBUDS INCLUDED - Small, Medium, and Large Eartips are included with every earbuds. Adjust the fit for perfect sound for your ear.
JVC GUMY - Reliable, Affordable, Great Sounding, and Great Fit
Connectivity technology : Wired",2.2,1.4,,"Black GUMY in Ear Earbuds with Stay fit Ear Tips. Wired 3.3ft Colored Cord Cable with Headphone Jack. Small, Medium, and Large Ear tip earpieces Included. JVC GUMY HAFX7B",0.0,3.9,55,https://www.amazon.com/dp/B073R2RSB2/ref=sxbs_sxwds-deals_3/141-5699935-9644901?pf_rd_p=c32a1f21-f427-444c-bab6-1b04bcb652a2&pd_rd_wg=joZ4X&pf_rd_r=D39W8FPM39VZ4R1AR7TR&pd_rd_i=B073R2RSB2&pd_rd_w=OUtsS&pd_rd_r=17c67a89-9c72-4714-b1a2-76462bf17e59&ie=UTF8&qid=1545600408&sr=3,0.07,B073R2RSB2,3.7,Good,32
2018-12-23T15:32:02.984393,0.7,"【Super Sound quality+ Bluetooth 4.1】Powerful mids and bass with CSR8635 bluetooth chip for high-fidelity stereo sound. The design adopts high definition noise isolation CVC 6.0 technology to ensure clear and smooth hands-free communication.
【Long-lasting & Ergonomics design】Upgraded built-in lithium batteries support up to 8 hours talk / music time with battery indicator on IOS and Android (depends on volume and audio content) for prolonging enjoyment. 1-2 hours charge can get full energy back. Symmetrical balance and Ergonomics design ensure a comfortable fit.
【Sweat Resistant & Built-in Magnetic Design】These earbuds are rated IPX5 rating and can withstand sweat, splashes and wet weather conditions, enhancing the headphone's using life. You can attach the two headphones together when not using, and wear like a necklace around your neck, a convenient way to carry around when you don't need them.
【Good Compatibility & Customizable Accessories】 Compatible with almost all smartphones and other devices, including IOS, Android device, MP3 and MP4 music players, etc. The Bluetooth earbuds come with customizable accessories, 4 pairs ear tips to secure fit for all customers.
【In-line Mic & Volume Control】The headset has an in-line mic and +/- control buttons. Except volume control, the + and - button can make it play next and previous, perfect for answering calls or listening. Tips: When charging with a charging adapter, please make sure the current should not be greater than 1A. Sound PEATS provides 12 months hassle-free warranty to ensure the enjoyment of your purchase.",0.9,33.0,,"SoundPEATS Bluetooth Headphones Wireless Earbuds 4.1 Magnetic Bluetooth Earphones Lightweight Earbuds with Mic for in-Ear Earphones Sports(8 Hours Play Time, Noise Cancelling, Sweatproof) Upgrated",0.0,4.3,356,https://www.amazon.com/dp/B07KLV4P88/ref=sxbs_sxwds-deals_4/141-5699935-9644901?pf_rd_p=c32a1f21-f427-444c-bab6-1b04bcb652a2&pd_rd_wg=joZ4X&pf_rd_r=D39W8FPM39VZ4R1AR7TR&pd_rd_i=B07KLV4P88&pd_rd_w=OUtsS&pd_rd_r=17c67a89-9c72-4714-b1a2-76462bf17e59&ie=UTF8&qid=1545600408&sr=4,0.04,B07KLV4P88,4.3,Good,33
2018-12-23T15:32:10.933854,2.8,"
SNUG FIT AND STAY PUT IN YOUR EARS THROUGHOUT WORKOUT - Special designed profile of ROVKING workout earbuds fits snugly into your ear canals. Over the ear design makes the workout headphones keep secure fit. All makes these sport earbuds won't fall out of ears during most active sports. Great sports earbuds for running, jogging, gym, working out, exercising, walking and dancing. They are sweat proof headphones that will still keep staying in place during sweaty workouts.
LIGHTWEIGHT AND COMFORTABLE FIT - Optimized nozzle angle is designed to ensure comfortbale wearing in the ears. These exercise earbuds are 16g lightweight with soft wire wrapped around the ears. They are comfortble even after longtime workout. You can even wear these earphones to sleep in and don't notice much they are in your ears.
NOISE ISOLATING AND GREAT SOUND - The cable wire offers high quality audio signal transmission which ensures outstanding sound quality. The sound comes out clear, loud and with bass. They are also noise isolating eabuds that can block outside noise. You can listen to your music and phone call clearly even in noisy environments like gym, fitness walk, subway/bus commute and flight trip.
CONTROL MUSIC, ANSWER AND END PHONE CALLS BY ONE CLICK. A phone call control button and mic are built in the cable. The hands-free control unit is standard and convenient to use. You can use it to answer/end a call (one click the button), skip to the next track (double click)/previous track (triple click), activate apple Siri/samsung S voice(long press). These stereo in ear headphones are fully compatible with iPhone, iPod, iPad, Android phones, laptop, computer, psp, tablet, mp3 etc.
QUALITY WARRANTY & MONEY BACK GUARANTEE FROM DEFWAY ONLY- ROVKING will not guarantee the QUALITY, SAFETY AND HYGIENCE of the products from other sellers except Defway. These headphones are professionally designed for your music listening requirement in sports. They should not fail or break even during intense outworks. If there are any issues, DEFWAY will give you a total refund or a replacement, at no cost without questions asked. We just want your 100% satisfaction.",1.2,5.7,,"ROVKING Wired Sweatproof Earhook in Ear Sport Workout Headphones Noise Isolating Over Ear Earbuds with Microphone for Running Jogging Gym Exercise Earphones, Cell Phone Ear Buds Headset Blue",12.99,3.9,2667,https://www.amazon.com/dp/B017AW0GO0/ref=sxbs_sxwds-deals_5/141-5699935-9644901?pf_rd_p=c32a1f21-f427-444c-bab6-1b04bcb652a2&pd_rd_wg=joZ4X&pf_rd_r=D39W8FPM39VZ4R1AR7TR&pd_rd_i=B017AW0GO0&pd_rd_w=OUtsS&pd_rd_r=17c67a89-9c72-4714-b1a2-76462bf17e59&ie=UTF8&qid=1545600408&sr=5,0.08,B017AW0GO0,3.9,Good,34
2018-12-23T15:32:18.698721,1.2,"[IPX6 SWEATPROOF] - Inner nano-coating protects the earphones away from the damage of sweat, light rain and accidental splash and enable you to freely enjoy running, jogging, hiking and other outdoor activities.
[SUPERIOR SOUND] - High fidelity stereo sound with aptX codec, CSR8645 Bluetooth chipset, and CVC 6.0 noise cancelling microphone bring you super experience in beautiful music, hands-free calls and voice assistant.
[LONG LASTING] - Advanced chipset and battery supports 8 hours playtime and 200 hours standby time after only 1-2 hours charging to prolong your enjoyment. PS: For safety’s sake, please kindly confirm the charging current of your adaptor is under 5V 1A, and do not use quick charger.
[BUILT-IN MAGNETS] - The earbuds are with magnets inside for your easy carrying and preventing the wires from tangling, so you can attach the earbuds together when not in use and wear It like a necklace.
[CUSTOMIZED ACCESSORIES] - The SoundPEATS Q35 Bluetooth headphones are provided with customized accessories, 5 pairs of different sized ear tips (XS/S/M/L/XL) and 3 pairs of ear fins, to offer you a comfortable fit experience. All our headphones are backed with 12 months hassle-free warranty to ensure the enjoyment of your purchase.",0.8,24.8,,"SoundPEATS Magnetic Wireless Earbuds Bluetooth Headphones Sport in-Ear Sweatproof Earphones with Mic (Super Sound Quality, IPX6, Bluetooth 4.1, aptx, 8 Hours Play Time, Secure Fit Design)",0.0,4.5,146,https://www.amazon.com/dp/B07DFGP3XQ/ref=sxbs_sxwds-deals_6/141-5699935-9644901?pf_rd_p=c32a1f21-f427-444c-bab6-1b04bcb652a2&pd_rd_wg=joZ4X&pf_rd_r=D39W8FPM39VZ4R1AR7TR&pd_rd_i=B07DFGP3XQ&pd_rd_w=OUtsS&pd_rd_r=17c67a89-9c72-4714-b1a2-76462bf17e59&ie=UTF8&qid=1545600408&sr=6,0.33125,B07DFGP3XQ,4.5,Good,35
